ProbeID	PrimaryAccession	RefSeqAccession	GenbankAccession	UniGeneID	EntrezGeneID	GeneSymbol	GeneName	EnsemblID	TIGRID	GO	Description	GenomicCoordinates	Cytoband
CUST_325_PI426227486	222785605_EZ014117.1_3-536												
CUST_39_PI426227893	222550337_EZ006250.1_55-252												
CUST_23_PI426264530	222549313_EZ005226.1_165-266												
CUST_193_PI426266615	DkC(F1)_178_212												
CUST_72_PI426266615	Ac_25_10_44												
CUST_288_PI426227486	222784966_EZ013600.1_103-909												
CUST_125_PI426227486	222781749_EZ010420.1_19-1094												
CUST_222_PI426266615	DQ309546_134_168												
CUST_142_PI426266349	222787912_EZ016384.1_59-553												
CUST_87_PI426232940	42600968_AY456110.1_159-308												
CUST_16_PI426244593	222781761_EZ010432.1_88-1458												
CUST_78_PI426264540	222800597_EZ028985.1_820-1218												
CUST_199_PI426232937	AY160084.1												
CUST_153_PI426265159	222794957_EZ023345.1_289-399												
CUST_60_PI426227890	222801406_EZ029794.1_642-773												
CUST_96_PI426266271	222783751_EZ012411.1_8-382												
CUST_279_PI426227486	222784530_EZ013178.1_192-890												
CUST_183_PI426246026	222782602_EZ011273.1_738-1007												
CUST_1258_PI426227498	222796975_EZ025363.1_316-804												
CUST_174_PI426226825	222783581_EZ012244.1_373-945												
CUST_73_PI426266311	222800233_EZ028621.1_56-220												
CUST_25_PI426266366	222784189_EZ012847.1_700-822												
CUST_6_PI426226903	222779254_EZ007925.1_151-315												
CUST_289_PI426227486	222784978_EZ013612.1_57-598												
CUST_12_PI426226915	AB118429.2												
CUST_57_PI426232940	31505734_AY289703.1_88-576												
CUST_137_PI426227498	222546156_EZ002346.1_355-779												
CUST_59_PI426266278	222790560_EZ018948.1_259-1483												
CUST_138_PI426227486	222782105_EZ010776.1_172-324												
CUST_1399_PI426227498	222801268_EZ029656.1_145-1299												
CUST_4_PI426264540	222786977_EZ015449.1_67-330												
CUST_312_PI426232937	FN646424.1												
CUST_817_PI426227498	222785020_EZ013654.1_12-449												
CUST_311_PI426232937	FN646424.1												
CUST_109_PI426266615	AF152004_4437_4471												
CUST_24_PI426266311	222548937_EZ004850.1_22-225												
CUST_425_PI426227498	222781256_EZ009927.1_707-841												
CUST_130_PI426226915	222790272_EZ018660.1_47-520												
CUST_289_PI426232940	288950314_GQ501385.1_13-465												
CUST_476_PI426227498	222781456_EZ010127.1_877-987												
CUST_218_PI426226825	222801086_EZ029474.1_140-1724												
CUST_123_PI426266274	222795160_EZ023548.1_42-251												
CUST_12_PI426264540	222783674_EZ012337.1_73-240												
CUST_39_PI426266349	222546469_EZ002659.1_1607-1879												
CUST_6_PI426226868	222781545_EZ010216.1_149-826												
CUST_4_PI426232934	62767032_AY916504.1_1982-2308												
CUST_153_PI426266274	222801296_EZ029684.1_1303-1410												
CUST_231_PI426266615	DT608217_233_270												
CUST_1384_PI426227498	222801142_EZ029530.1_6-677												
CUST_1117_PI426227498	222790385_EZ018773.1_190-696												
CUST_931_PI426227498	222785649_EZ014161.1_275-1151												
CUST_9_PI426227498	222544682_EZ000872.1_591-941												
CUST_212_PI426227893	222802285_EZ030673.1_6-1667												
CUST_12_PI426266278	222783434_EZ012097.1_86-1206												
CUST_14_PI426227492	222787982_EZ016454.1_1-2227												
CUST_27_PI426227486	222547673_EZ003586.1_35-268												
CUST_24_PI426266317	222781277_EZ009948.1_333-1052												
CUST_193_PI426227893	222799590_EZ027978.1_180-731												
CUST_141_PI426266274	222798865_EZ027253.1_34-177												
CUST_38_PI426266363	222784240_EZ012898.1_174-1431												
CUST_278_PI426266615	MGID_135_142_176												
CUST_7_PI426266267	222547501_EZ003414.1_90-212												
CUST_369_PI426266615	SedB(H5)_177_211												
CUST_249_PI426246026	238820527_FJ966875.1_67-672												
CUST_76_PI426264540	222800597_EZ028985.1_820-1218												
CUST_93_PI426232940	42600970_AY456112.1_159-308												
CUST_15_PI426245467	222802765_EZ031153.1_183-554												
CUST_265_PI426232940	288950306_GQ501377.1_22-459												
CUST_199_PI426266615	DQ218058_1015_1049												
CUST_12_PI426227955	DQ174766.1												
CUST_38_PI426265162	222802262												
CUST_48_PI426227884	222784150_EZ012808.1_495-638												
CUST_67_PI426266274	222782619_EZ011290.1_361-810												
CUST_185_PI426266615	D30747_4415_4449												
CUST_4_PI426244597	222784057_EZ012715.1_32-313												
CUST_67_PI426266615	Ac_24_145_179												
CUST_1175_PI426227498	222792786_EZ021174.1_62-970												
CUST_19_PI426244603	187564250_EU498721.1_1-690												
CUST_88_PI426226825	222782943_EZ011614.1_70-1203												
CUST_841_PI426227498	222785069_EZ013703.1_38-496												
CUST_10_PI426226825	222783480_EZ012143.1_333-785												
CUST_214_PI426226825	222785609_EZ014121.1_86-1421												
CUST_79_PI426232940	32454980_AY314973.1_63-1328												
CUST_237_PI426227486	222783585_EZ012248.1_182-1212												
CUST_187_PI426227893	222796822_EZ025210.1_58-534												
CUST_62_PI426226978	222799104_EZ027492.1_46-1136												
CUST_150_PI426265159	222793640_EZ022028.1_93-719												
CUST_35_PI426232940	31505720_AY289696.1_88-912												
CUST_36_PI426244603	32188165_AY181552.1_85-762												
CUST_43_PI426266363	222784911_EZ013545.1_106-240												
CUST_15_PI426266360	222782589_EZ011260.1_157-390												
CUST_262_PI426266615	L11067_2837_2871												
CUST_143_PI426266615	AY164664_33_67												
CUST_1_PI426227881	7638018_AF229054.1_66-1001												
CUST_187_PI426264540	222788032_EZ016504.1_109-943												
CUST_36_PI426266271	222548727_EZ004640.1_92-229												
CUST_28_PI426267032	168989246_DQ483007.1_919-1035												
CUST_675_PI426227498	222783397_EZ012062.1_192-1435												
CUST_191_PI426266615	Dk(C)A2_113_147												
CUST_12_PI426227486	222545241_EZ001431.1_759-905												
CUST_730_PI426227498	222784328_EZ012986.1_110-877												
CUST_10_PI426265162	222550543_EZ006456.1_57-233												
CUST_42_PI426266349	222546707_EZ002897.1_1363-1731												
CUST_60_PI426266424	222783589_EZ012252.1_397-801												
CUST_36_PI426265159	222779782_EZ008453.1_108-494												
CUST_43_PI426266274	222781550_EZ010221.1_230-1609												
CUST_812_PI426227498	222785020_EZ013654.1_12-1714												
CUST_168_PI426232937	AY149162.1												
CUST_9_PI426246032	222545144_EZ001334.1_523-714												
CUST_24_PI426266278	222784688_EZ013328.1_202-1026												
CUST_5_PI426247723	EZ029226.1												
CUST_17_PI426244593	222781761_EZ010432.1_88-1458												
CUST_48_PI426244603	19982568_AY037769.1_81-785												
CUST_3_PI426244597	222782860_EZ011531.1_9-206												
CUST_114_PI426226825	222779472_EZ008143.1_673-819												
CUST_59_PI426244603	32188165_AY181552.1_85-910												
CUST_27_PI426266366	222784189_EZ012847.1_700-822												
CUST_36_PI426266311	222781618_EZ010289.1_373-1038												
CUST_98_PI426264540	222799525_EZ027913.1_62-976												
CUST_132_PI426266615	AJ251055_190_224												
CUST_39_PI426227884	222782932_EZ011603.1_1250-1360												
CUST_89_PI426264540	222546763_EZ002953.1_774-1532												
CUST_252_PI426232937	DQ482993.1												
CUST_324_PI426232937	HM156699.1												
CUST_50_PI426244589	222544872_EZ001062.1_76-759												
CUST_17_PI426267032	133856047_EF133956.1_101-712												
CUST_21_PI426265162	222782558_EZ011229.1_21-533												
CUST_929_PI426227498	222785649_EZ014161.1_275-1151												
CUST_120_PI426266317	222785867_EZ014349.1_748-891												
CUST_332_PI426232937	U43533.1												
CUST_94_PI426226868	222781748_EZ010419.1_278-784												
CUST_270_PI426266615	MGID_113_145_179												
CUST_27_PI426266311	222550432_EZ006345.1_13-225												
CUST_36_PI426246032	222800795_EZ029183.1_466-840												
CUST_923_PI426227498	222785590_EZ014102.1_1-1137												
CUST_54_PI426227890	222792938_EZ021326.1_55-165												
CUST_713_PI426227498	222783902_EZ012562.1_1054-1368												
CUST_16_PI426232940	35210451_AB106688.1_11-727												
CUST_57_PI426266317	222782121_EZ010792.1_1256-1561												
CUST_29_PI426244589	222550715_EZ006628.1_40-237												
CUST_1134_PI426227498	222791089_EZ019477.1_30-982												
CUST_309_PI426227486	222785250_EZ013884.1_159-338												
CUST_162_PI426266615	AY836663_217_251												
CUST_36_PI426227890	222550720_EZ006633.1_78-239												
CUST_135_PI426226825	222784141_EZ012799.1_177-731												
CUST_36_PI426232931	300807382_HM156698.1_1069-1305												
CUST_100_PI426226825	222782259_EZ010930.1_186-722												
CUST_7_PI426265162	222549092_EZ005005.1_23-250												
CUST_12_PI426266317	222780620_EZ009291.1_56-364												
CUST_95_PI426266615	Ac_7_141_175												
CUST_1459_PI426227498	222802720_EZ031108.1_90-486												
CUST_314_PI426266615	MGID_348_17_51												
CUST_105_PI426246026	4378729_AF108712.1_31-306												
CUST_874_PI426227498	222785286_EZ013920.1_1989-2264												
CUST_144_PI426246026	222546551_EZ002741.1_257-502												
CUST_162_PI426265159	222794957_EZ023345.1_614-727												
CUST_121_PI426266349	222785618_EZ014130.1_282-899												
CUST_27_PI426227896	222783349_EZ012014.1_66-371												
CUST_9_PI426266424	222546668_EZ002858.1_53-160												
CUST_69_PI426266349	222548949_EZ004862.1_48-230												
CUST_78_PI426266274	222785006_EZ013640.1_821-937												
CUST_295_PI426266615	MGID_264_128_162												
CUST_261_PI426232940	288950304_GQ501375.1_22-489												
CUST_45_PI426232937	AJ884898.1												
CUST_110_PI426227486	222780958_EZ009629.1_52-1314												
CUST_859_PI426227498	222785152_EZ013786.1_87-1367												
CUST_919_PI426227498	222785568_EZ014080.1_39-815												
CUST_1006_PI426227498	222786936_EZ015408.1_486-872												
CUST_18_PI426266349	222544985_EZ001175.1_259-381												
CUST_12_PI426266363	222779537_EZ008208.1_446-562												
CUST_58_PI426266615	Ac_20_201_235												
CUST_156_PI426232937	AY149149.1												
CUST_102_PI426226868	222781748_EZ010419.1_1847-2092												
CUST_858_PI426227498	222785152_EZ013786.1_87-1367												
CUST_15_PI426227896	222546583_EZ002773.1_334-543												
CUST_50_PI426232937	AJ884899.1												
CUST_272_PI426232937	FN646415.1												
CUST_93_PI426245467	262065127_GQ423564.1_75-518												
CUST_249_PI426232937	DQ482993.1												
CUST_3_PI426266569	168989228_DQ482989.1_3-553												
CUST_21_PI426266615	AB201749_1369_1403												
CUST_18_PI426266360	222785689_EZ014201.1_136-654												
CUST_175_PI426232940	288950267_GQ501338.1_22-495												
CUST_28_PI426226978	222794007_EZ022395.1_958-1305												
CUST_185_PI426265159	222801996_EZ030384.1_1107-1631												
CUST_11_PI426244597	222784716_EZ013354.1_494-1525												
CUST_12_PI426247730	222550887_EZ006800.1_4-195												
CUST_18_PI426227498	222544707_EZ000897.1_44-226												
CUST_314_PI426227498	222778866_EZ007537.1_12-119												
CUST_201_PI426232940	288950276_GQ501347.1_22-492												
CUST_372_PI426227486	222788595_EZ017067.1_6-320												
CUST_380_PI426266615	SedC(E9)_105_140												
CUST_313_PI426232940	288950323_GQ501394.1_22-495												
CUST_1449_PI426227498	222802019_EZ030407.1_132-804												
CUST_159_PI426227486	222782556_EZ011227.1_39-272												
CUST_75_PI426266274	222782619_EZ011290.1_69-810												
CUST_151_PI426264540	222783868_EZ012528.1_17-463												
CUST_1072_PI426227498	222788924_EZ017356.1_306-557												
CUST_108_PI426226825	222550778_EZ006691.1_38-229												
CUST_1141_PI426227498	222791339_EZ019727.1_132-1274												
CUST_30_PI426232940	31505710_AY289691.1_88-912												
CUST_392_PI426266615	Y17848_1575_1609												
CUST_938_PI426227498	222785649_EZ014161.1_714-1151												
CUST_210_PI426227486	222783290_EZ011957.1_100-1292												
CUST_35_PI426266311	222781618_EZ010289.1_373-1038												
CUST_239_PI426227498	222549912_EZ005825.1_75-254												
CUST_35_PI426244603	32188165_AY181552.1_85-762												
CUST_33_PI426246026	42760796_AB117374.1_877-1008												
CUST_1015_PI426227498	222787221_EZ015693.1_1322-1498												
CUST_14_PI426266594	75858846_DQ144991.1_631-849												
CUST_8_PI426266278	222783434_EZ012097.1_112-1206												
CUST_298_PI426227486	222785061_EZ013695.1_54-1008												
CUST_9_PI426247733	222801713_EZ030101.1_32-1135												
CUST_6_PI426266317	222780620_EZ009291.1_291-398												
CUST_2_PI426265153	222548585												
CUST_42_PI426244603	15081471_AF401282.1_721-969												
CUST_150_PI426246026	222546551_EZ002741.1_924-1283												
CUST_1170_PI426227498	222792017_EZ020405.1_78-1568												
CUST_698_PI426227498	222783825_EZ012485.1_36-1392												
CUST_252_PI426266615	Hsp27_cont(B1)_17_51												
CUST_1328_PI426227498	222799912_EZ028300.1_49-1098												
CUST_22_PI426246032	222788896_EZ017328.1_70-642												
CUST_108_PI426226915	222782614_EZ011285.1_56-748												
CUST_227_PI426227498	222548785_EZ004698.1_118-258												
CUST_5_PI426247727	222548852_EZ004765.1_7-219												
CUST_84_PI426232937	AY149123.1												
CUST_373_PI426227486	222788915_EZ017347.1_56-433												
CUST_860_PI426227498	222785152_EZ013786.1_87-1855												
CUST_19_PI426266349	222544985_EZ001175.1_840-1250												
CUST_814_PI426227498	222785020_EZ013654.1_12-1714												
CUST_63_PI426264540	222783123_EZ011792.1_1100-1225												
CUST_177_PI426246026	222782602_EZ011273.1_1689-1835												
CUST_141_PI426232937	AY149144.1												
CUST_153_PI426266271	222786987_EZ015459.1_933-1412												
CUST_218_PI426227486	222783340_EZ012005.1_1-1265												
CUST_118_PI426266349	222785537_EZ014049.1_90-656												
CUST_429_PI426227486	222795160_EZ023548.1_42-251												
CUST_34_PI426227884	222782193_EZ010864.1_55-1470												
CUST_30_PI426227884	222782193_EZ010864.1_1270-1470												
CUST_5_PI426244589	222794710_EZ023098.1_567-1640												
CUST_87_PI426245467	222783148_EZ011817.1_120-599												
CUST_465_PI426227486	222798478_EZ026866.1_14-471												
CUST_1408_PI426227498	222801338_EZ029726.1_226-489												
CUST_8_PI426245463	222794102_EZ022490.1_58-543												
CUST_181_PI426266615	CX_sal(19c4)_13_47												
CUST_164_PI426266615	AY841903_1259_1294												
CUST_68_PI426266317	222782137_EZ010808.1_16-1155												
CUST_168_PI426227893	222794733_EZ023121.1_1356-1490												
CUST_54_PI426265159	222782307_EZ010978.1_145-360												
CUST_53_PI426245467	222787592_EZ016064.1_44-931												
CUST_22_PI426244603	187564263_EU498722.1_1-693												
CUST_56_PI426244589	222794710_EZ023098.1_17-1640												
CUST_7_PI426266278	222783434_EZ012097.1_112-1206												
CUST_142_PI426227486	222782218_EZ010889.1_2-662												
CUST_108_PI426266271	222784918_EZ013552.1_1004-1255												
CUST_36_PI426247733	222781649_EZ010320.1_48-611												
CUST_63_PI426266278	222793721_EZ022109.1_110-487												
CUST_41_PI426265159	222781274_EZ009945.1_554-1369												
CUST_100_PI426266271	222783832_EZ012492.1_66-425												
CUST_248_PI426227498	222549996_EZ005909.1_6-227												
CUST_12_PI426266360	222779421_EZ008092.1_164-547												
CUST_189_PI426265159	222801996_EZ030384.1_1171-1290												
CUST_209_PI426227498	222548309_EZ004222.1_32-220												
CUST_39_PI426265159	222781274_EZ009945.1_208-441												
CUST_114_PI426226915	222783253_EZ011922.1_173-370												
CUST_36_PI426266278	222785819_EZ014301.1_40-1167												
CUST_351_PI426227498	222779076_EZ007747.1_43-1498												
CUST_48_PI426226825	222784955_EZ013589.1_166-402												
CUST_13_PI426227881	159024327_EU116937.1_108-816												
CUST_141_PI426227893	222785904_EZ014386.1_24-512												
CUST_100_PI426227486	222779818_EZ008489.1_24-856												
CUST_337_PI426227486	222785801_EZ014283.1_6-1076												
